country_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,average_expenditure_per_capita,rating_by_capita
Qatar,552.27423096,597.93695068,667.00244141,1109.72570801,1254.14208984,1347.96057129,1321.56274414,1276.88183594,1277.08239746,1305.49035645,1306.5255127,1487.85217285,1713.98034668,2027.0144043,2256.38867188,2435.44506836,2075.41918945,1908.39660645,1962.58374023,2012.22570801,1997.78820801,1934.0802002,1537.6254161499999,High
Romania,70.0,79.0,97.0,144.0,191.0,255.0,291.0,415.0,521.0,449.0,472.0,427.0,402.0,495.0,503.0,442.0,476.0,555.0,687.0,739.0,810.0,963.0,431.04545454545456,Low
Russian Federation,95.0,118.0,140.0,164.0,209.0,272.0,353.0,462.0,610.0,516.0,567.0,684.0,759.0,809.0,740.0,499.0,465.0,580.0,609.0,654.0,771.0,936.0,500.54545454545456,Moderate
Rwanda,9.1193943,7.92787647,7.34832239,17.29731369,20.29362106,25.10174942,27.24308205,33.58434677,40.0471344,44.08419418,48.02530289,51.65081787,57.216465,47.7094574,50.62351608,48.80509567,50.70415497,48.34190369,51.54394531,51.18757629,57.91234207,60.2185936,38.90846388954546,Low
South Asia,17.0359279922034,18.3107561168636,18.5758511958108,20.1011741839728,22.7726781925932,24.9328623420319,27.279659398595,33.1534532419332,35.0519257731258,35.2762835624399,41.1089472240146,43.9882201981106,44.8151057537562,51.0474128574972,52.716381611338,54.2354323301983,56.6604356521395,55.4434505118085,56.3883928576723,58.5036840514201,61.2724693397013,70.176624949707,40.85668769713333,Low
Saudi Arabia,370.42074585,371.98947144,356.13839722,370.92379761,391.91143799,459.89138794,536.68743896,560.90765381,562.85314941,646.33703613,655.11743164,826.34002686,959.83081055,1059.09423828,1230.84533691,1198.33630371,1243.94177246,1261.1652832,1291.12866211,1279.6907959,1355.71655273,1441.9987793,837.784841364091,Moderate
Sudan,14.61430931,15.85929585,17.47236824,23.6236248,30.63433456,38.71856689,57.64347458,84.978302,85.98817444,83.10632324,76.49365234,83.55038452,79.18972778,102.35591125,93.15203094,98.24565125,93.67060852,71.14331818,35.53091431,35.51281357,23.34439278,21.58010864,57.564013090454544,Low
Senegal,21.99825287,24.10787964,27.20366478,36.11049652,43.03009415,36.86376953,39.08563995,41.32680893,49.78118515,50.8613205,51.81986618,58.30465698,56.95115662,61.02893066,62.2051239,54.20389557,54.93520355,57.67406845,65.77828217,65.75260925,76.77999878,71.22032928,50.31923788227272,Low
Singapore,792.42596436,689.14746094,744.0791626,833.35437012,848.58184814,892.4286499,972.19573975,1100.99316406,1278.4921875,1316.83496094,1487.37902832,1670.38220215,1824.97924805,2069.36743164,2188.33520508,2279.01708984,2450.90136719,2599.30004883,2641.50634766,2826.01000977,3367.7565918,3969.89086914,1765.6072248990909,Very High
Solomon Islands,47.13489151,61.4104805,77.6619339,54.08104324,65.09461212,89.11562347,87.39896393,88.28649902,74.60315704,92.104599,73.04418945,95.24793243,101.76835632,101.10624695,109.27742004,94.91165924,96.68874359,94.76846313,92.47520447,103.72428894,106.61138153,106.34587097,86.94825276318181,Low
Sierra Leone,17.18489456,18.7846756,22.93144798,21.89597321,22.70127487,26.26749039,29.28122711,30.97717667,36.24853897,37.96392822,36.55500031,47.91463089,50.08378601,81.8790741,138.29064941,114.16482544,81.37689209,45.5368042,43.07834244,46.25284195,46.01692963,43.1619873,47.206745061363634,Low
El Salvador,155.13145447,161.76152039,166.12776184,170.78582764,184.88005066,223.97184753,230.50076294,238.63465881,251.8334198,255.38142395,268.66708374,293.3677063,298.72540283,321.82662964,312.86746216,329.44250488,337.27490234,335.73712158,345.05181885,377.02557373,354.48699951,442.21374512,275.2588944868182,Low
San Marino,,2186.5703125,2214.66992188,2440.29370117,2868.36132813,2958.65527344,3132.23461914,3672.22583008,4235.84814453,4110.07666016,3695.15039063,4504.63085938,4353.61474609,4154.9296875,4161.48681641,3564.85253906,3656.28491211,3706.97045898,4012.65405273,3854.09521484,3842.77392578,4131.94189453,3593.253394717619,Very High
Serbia,56.47926331,112.19808197,173.26339722,230.08865356,274.45532227,307.54705811,371.50604248,547.22723389,671.88702393,575.262146,545.33380127,618.89422607,559.90539551,627.53302002,608.85858154,491.25177002,486.42944336,515.84588623,617.08679199,641.02966309,670.19439697,919.16790771,482.7929593872727,Low
Sub-Saharan Africa (excluding high income),33.4147158644523,30.8070177569689,29.6377431365307,43.5051275347252,52.154389693582,58.4611497549711,64.9897795974101,71.9505645401466,76.7923488104784,76.5786277536391,86.5991154564368,94.3192723691041,93.4487774432546,95.3167419122516,92.7086235442876,84.5496665935166,77.7862913459079,79.6046556867359,79.1238540217278,78.3456634800732,74.510171369775,84.29330340967,70.8589818670748,Low
South Sudan,,,,,,,,,,,,,,,,,,27.0063858,30.23945427,34.9889183,47.67607498,32.67995834,34.518158338,Low
Sub-Saharan Africa,33.455079604437,30.8503721663501,29.6794614700501,43.5509028155802,52.2042649994268,58.5107732636253,65.0398727323782,71.9919495832915,76.8264327821179,76.6054977928162,86.6394862785687,94.3579308538377,93.4981205539287,95.3638897164378,92.7618346030722,84.6008943226225,77.8479031503042,79.6646865486802,79.1872491449217,78.4067164112766,74.5715176076518,84.3473788668171,70.90737342128149,Low
Small states,215.282731736201,214.283300243789,235.713140960743,283.480005631877,328.221920288943,360.316482150685,381.719114006756,441.842755208409,481.337484079863,468.771529964613,484.600964896179,526.805573610828,534.01892581329,571.50036716173,599.845260294816,595.4006120144,587.374023908333,614.083509611932,641.875741658086,647.827430352949,649.752719530068,714.133182574402,480.8266716226768,Low
Sao Tome and Principe,56.13910675,53.05221176,57.02854919,78.68141174,79.00400543,89.38618469,66.81880188,69.87314606,77.46207428,76.35579681,74.38393402,84.74559784,86.12266541,124.09713745,118.93055725,84.50744629,109.2252121,116.49388123,108.28024292,106.26776123,158.96191406,186.10397339,93.72370962636364,Low
Suriname,166.08009338,91.58084106,158.49476624,167.7593689,213.90290833,243.13224792,315.47039795,310.97351074,336.31820679,382.56048584,402.40924072,378.1517334,409.34564209,438.41192627,445.3576355,517.38494873,341.91546631,325.37649536,450.16079712,611.95446777,464.22265625,298.93280029,339.5407562254546,Low
Slovak Republic,204.0,212.0,254.0,344.0,512.0,601.0,729.0,1029.0,1252.0,1320.0,1297.0,1352.0,1319.0,1370.0,1289.0,1109.0,1176.0,1189.0,1300.0,1342.0,1394.0,1685.0,1012.6818181818181,Moderate
Slovenia,797.0,826.0,945.0,1203.0,1369.0,1449.0,1542.0,1796.0,2179.0,2125.0,2017.0,2148.0,1975.0,2055.0,2062.0,1776.0,1835.0,1925.0,2170.0,2219.0,2417.0,2775.0,1800.2272727272727,Very High
Sweden,2173.0,2156.0,2459.0,3110.0,3488.0,3548.0,3765.0,4310.0,4628.0,4136.0,4416.0,6351.0,6254.0,6697.0,6606.0,5599.0,5681.0,5838.0,6005.0,5653.0,6003.0,6901.0,4808.045454545455,Very High
Eswatini,77.74626923,76.11361694,75.27822876,132.39044189,177.11592102,218.70697021,238.984375,253.80125427,267.72537231,282.30490112,346.70117188,369.37054443,343.8296814,306.57077026,285.05142212,252.67782593,227.801651,267.07046509,266.45422363,274.94509888,222.53158569,279.91430664,238.32209534999996,Low
Seychelles,354.08279419,384.13986206,368.28140259,429.45440674,485.71817017,499.62393188,513.20196533,450.61437988,390.29763794,329.66345215,472.47903442,484.18115234,599.81970215,583.38354492,650.09362793,623.9987793,735.57043457,736.65460205,784.73242188,769.74798584,781.51965332,718.49005127,552.0794996781818,Moderate
Syrian Arab Republic,54.56182098,58.60890198,63.64098358,60.61154175,60.79922104,62.79922867,64.36579895,72.40921021,83.15718079,87.92034149,88.68951416,74.85932159,63.13696671,,,,,,,,,,68.88923322307693,Low
Chad,10.38308048,12.00212383,18.5837326,18.59137535,28.63477135,32.28604889,34.9785614,35.18187714,38.15471268,36.02885056,36.498703,38.68487549,37.49700546,39.97917175,43.6758728,35.03440857,33.10380936,31.06099701,32.30886459,31.30481529,35.72977829,35.63117981,31.60611889545455,Low
East Asia & Pacific (IDA & IBRD countries),38.565448107851,39.7162906916175,44.2793470142443,50.5642752617485,56.8764312432401,65.3205790363096,74.9124164057419,89.5881311005618,117.065288197612,139.090389570879,161.036541075102,201.156967985039,234.537180143592,265.077321331358,288.752916638724,308.668014831324,313.934755553482,344.219162760928,390.172054525948,416.377701780368,448.01667740658,515.743918228408,209.25780949502996,Low
Europe & Central Asia (IDA & IBRD countries),105.897595420567,114.875427753771,134.449062686345,162.952983170973,203.570129757578,253.754210609829,305.236165544377,388.02506727526,488.884641431629,422.098163666416,456.170333500642,507.255397841577,532.512474762861,567.059824359181,537.045208856901,418.041818906445,407.704739113876,456.521486344642,475.570478542125,502.242217612422,553.967391017185,659.02128256989,393.31164094293143,Low
Togo,11.22799778,11.21350384,12.65094852,15.46995354,16.90148544,17.79439926,18.60928154,22.96606827,27.6753788,29.0416832,31.36204338,35.2552681,36.26974869,40.56192398,43.02396011,37.41205215,51.94157028,52.88779449,53.81824493,50.15758133,54.17138672,54.14671707,32.934499609999996,Low
Thailand,62.15243912,57.19501495,69.73505402,76.2408905,83.09568024,90.88136292,103.64756012,125.62582397,149.71322632,150.35655212,169.38200378,192.56607056,202.52087402,208.60844421,214.52433777,219.91911316,230.60774231,247.99453735,275.67111206,289.17828369,305.08792114,364.36968994,176.77607883045457,Low
Tajikistan,6.0,8.0,8.0,11.0,15.0,17.0,20.0,29.0,41.0,39.0,42.0,49.0,57.0,68.0,74.0,64.0,56.0,58.0,60.0,62.0,70.0,73.0,42.13636363636363,Low
Turkmenistan,75.74879456,121.89750671,130.00967407,204.33622742,311.54873657,335.87945557,363.31265259,273.25195313,247.2456665,187.76727295,214.1880188,267.01419067,307.66137695,363.10922241,422.53189087,390.99450684,408.19976807,461.36679077,457.06945801,488.62384033,483.79559326,565.25927734,321.85508519954544,Low
Latin America & the Caribbean (IDA & IBRD countries),283.122692549208,274.667844987455,235.41354396357,246.11926772225,280.085563249136,337.373391800368,393.108868398074,466.953311357021,537.567476344687,531.727358585951,635.523080624639,722.948503696566,723.763732504192,754.939802686547,756.952560715268,671.403298220547,642.723438286344,729.040626427494,668.510037163983,650.248290599743,586.418450841539,655.139019843199,535.6250072985354,Moderate
Timor-Leste,,,,15.0262661,19.86405373,25.16798592,27.39763641,30.08575439,43.2732811,49.87024689,52.4311409,64.27597809,71.29358673,102.54529572,92.87577057,101.42063141,92.97782898,86.74957275,78.94738007,79.26290131,120.86974335,134.9980011,67.85963450105264,Low
Middle East & North Africa (IDA & IBRD countries),79.0332122864319,83.7452697533663,84.8561020656422,81.8275795329753,94.0696916676439,105.641570534756,118.345676189308,143.906066878617,176.247901139548,196.61179625515,218.591633571611,247.786315129999,256.198097711085,246.259670488498,246.17237624536,236.724192971302,261.646205450475,255.720092682139,267.905547480183,247.81520459958,234.274702867681,257.388655746382,188.2167073294424,Low
Tonga,53.43399048,55.31956482,62.69612503,68.08676147,102.73557281,108.33146667,149.31607056,134.67384338,191.0229187,117.48226929,166.60621643,155.88771057,207.00796509,163.80981445,202.63577271,169.94888306,191.9367218,212.57102966,219.28793335,229.94410706,246.840271,279.24603271,158.58277459545454,Low
South Asia (IDA & IBRD),17.0359279922034,18.3107561168636,18.5758511958108,20.1011741839728,22.7726781925932,24.9328623420319,27.279659398595,33.1534532419332,35.0519257731258,35.2762835624399,41.1089472240146,43.9882201981106,44.8151057537562,51.0474128574972,52.716381611338,54.2354323301983,56.6604356521395,55.4434505118085,56.3883928576723,58.5036840514201,61.2724693397013,70.176624949707,40.85668769713333,Low
Sub-Saharan Africa (IDA & IBRD countries),33.455079604437,30.8503721663501,29.6794614700501,43.5509028155802,52.2042649994268,58.5107732636253,65.0398727323782,71.9919495832915,76.8264327821179,76.6054977928162,86.6394862785687,94.3579308538377,93.4981205539287,95.3638897164377,92.7618346030722,84.6008943226225,77.8479031503042,79.6646865486802,79.1872491449217,78.4067164112766,74.5715176076518,84.3473788668171,70.90737342128146,Low
Trinidad and Tobago,263.67974854,270.07980347,321.00622559,354.66384888,426.36782837,523.75091553,561.19958496,657.96405029,740.36676025,764.35394287,811.32800293,857.57232666,878.45526123,951.98162842,990.25134277,1039.05749512,1041.01623535,1058.94311523,1055.90356445,1071.89624023,1045.72900391,1125.39733887,764.134739269091,Moderate
Tunisia,109.57323456,112.57370758,123.12686157,147.14959717,165.22702026,167.6730957,176.48648071,199.6681366,227.52876282,228.4881897,237.90208435,267.08099365,266.30584717,280.64221191,283.7175293,246.10754395,237.1728363,220.80870056,212.39416504,209.52612305,246.5980835,265.46484375,210.50982041818182,Low
Turkiye,197.0,152.0,184.0,236.0,296.0,361.0,412.0,506.0,564.0,494.0,533.0,526.0,520.0,547.0,520.0,447.0,460.0,437.0,388.0,397.0,395.0,441.0,409.6818181818182,Low
Tuvalu,349.9498291,268.19760132,217.82833862,289.56884766,230.17105103,244.12539673,294.79556274,294.89035034,314.00231934,330.92410278,476.28549194,516.60144043,492.8399353,507.15719604,522.53997803,457.81326294,714.24078369,1014.10552979,820.4006958,1109.26647949,879.4911499,1070.95751953,518.9160392063636,Moderate
Tanzania,12.25793076,15.08091736,16.92565536,20.26038742,23.29498863,27.53238869,35.36390686,35.99416351,36.01263428,33.38547516,36.89682007,37.43364334,41.63511276,43.09357452,39.47782898,32.90985107,36.26340103,38.65550995,40.83135605,39.5618248,31.39298439,37.15989685,32.33728417454545,Low
Uganda,16.41194344,15.98436737,15.7368412,14.2323103,18.61294365,25.88375473,31.62604523,36.13018799,40.08214951,44.42161942,51.96447372,55.3051796,55.14218903,53.0015564,51.04053879,40.15630341,39.13254166,31.47759247,32.99159622,33.40487289,36.87842941,43.44807434,35.593886853636356,Low
Ukraine,35.0,45.0,53.0,69.0,85.0,116.0,148.0,186.0,216.0,169.0,203.0,244.0,276.0,281.0,213.0,158.0,157.0,187.0,221.0,247.0,270.0,368.0,179.4090909090909,Low
Upper middle income,100.75708833437,100.396372758043,98.6029161955007,110.583946808335,128.908772135296,153.519898466731,179.027442750268,216.596343392463,262.951657083582,271.349602785396,314.895966896614,371.229018957753,398.560934002449,431.156078641022,444.621875232393,423.181861706028,418.055063530528,465.616133463642,493.461866807572,512.096636685266,528.356088032087,603.264945356574,319.41775045554147,Low
Uruguay,693.67926025,673.92993164,432.80075073,380.19338989,372.46127319,441.00134277,495.71600342,572.52435303,803.44226074,817.64227295,1032.65795898,1232.04626465,1332.7512207,1500.72717285,1480.01989746,1410.3215332,1454.54711914,1655.83239746,1697.01452637,1677.09790039,1427.14025879,1620.32641602,1054.7215229372728,Moderate
United States,4533.82617188,4881.20751953,5304.52001953,5708.55175781,6047.81835938,6404.18603516,6779.22753906,7132.44677734,7347.45458984,7602.74560547,7833.04492188,8021.59326172,8274.37207031,8433.69824219,8828.4765625,9248.93457031,9599.890625,9902.81835938,10280.52636719,10658.39746094,11758.42480469,12012.24121094,8027.018310547728,Very High
Uzbekistan,35.0,30.0,24.0,25.0,28.0,32.0,38.0,46.0,61.0,71.0,92.0,109.0,127.0,140.0,118.0,132.0,129.0,93.0,82.0,99.0,121.0,157.0,81.31818181818181,Low
St. Vincent and the Grenadines,149.57020569,162.7335968,175.32115173,178.18965149,188.8163147,198.34997559,210.94276428,245.88890076,257.7953186,266.22644043,283.59768677,277.79837036,300.58456421,301.93356323,301.07556152,303.9425354,314.80490112,338.26269531,357.32647705,369.37362671,402.05984497,448.31021118,274.2229253590909,Low
"Venezuela, RB",,,,,,,,,,,,,,,,,,,165.32095337,113.2855072,152.75830078,160.09840393,147.86579132,Low
Viet Nam,20.57923889,24.96311378,21.37000656,24.29984856,31.21098709,38.00711441,45.87312698,53.68240356,64.11656189,69.80870819,85.4039917,97.18331909,109.55066681,104.46191406,120.02687836,122.27213287,134.44548035,149.30879211,164.23649597,173.64949036,154.23510742,172.55297852,90.05628897863639,Low
Vanuatu,46.8312645,44.34126282,50.72472382,53.21016693,60.82519913,59.98478699,65.47128296,70.28305054,79.23954773,80.40415955,96.36509705,110.27568817,114.38260651,126.3875351,104.33917236,114.26020813,80.8219223,83.77519226,102.07511902,101.97441101,116.55925751,133.15092468,86.1673899577273,Low
World,476.668731144932,488.823531956237,519.318485578018,583.887675118017,641.779871099168,680.858765203198,722.539878793932,790.668237083098,857.2146892814,867.564951371534,904.759005600758,979.30827683705,987.72393985215,1002.38070341962,1026.08571652307,984.081399391734,1006.50261112514,1043.98074583613,1086.64304758429,1104.48471575676,1179.66734162135,1265.61492907707,872.7526022388479,Moderate
Samoa,59.69736862,55.38201141,71.57524872,81.08128357,103.41331482,120.18282318,132.24249268,146.50878906,155.51965332,170.96871948,183.86772156,210.11923218,195.39874268,245.2074585,245.94456482,238.09069824,235.73020935,218.37336731,198.34815979,240.10105896,252.84034729,263.88595581,173.8399646068182,Low
"Yemen, Rep.",24.13679314,25.45506668,26.28294373,33.58860016,36.898983,40.90756226,48.03204346,55.67542648,66.46580505,62.60401154,64.44327545,61.27024841,70.12895966,74.30075836,75.41601563,63.30020905,,,,,,,51.80666887875,Low
South Africa,237.82832336,204.25814819,180.86155701,288.37631226,365.53488159,404.39968872,422.18884277,460.02288818,446.90435791,492.94265747,628.12860107,694.10058594,654.25469971,602.6763916,547.83441162,499.36334229,463.34463501,536.77722168,570.09777832,551.4352417,492.20724487,583.67108154,469.41858603681817,Low
Zambia,15.19319344,19.4038105,23.50069427,27.11714554,30.49891281,45.59496307,59.4561615,51.91783524,62.25917435,59.36890793,58.39817047,65.0934906,69.96878815,84.19036102,66.04714203,57.92047501,55.87984467,71.52032471,70.36667633,85.64040375,60.4353447,75.3394928,55.23233240409092,Low
Zimbabwe,,,,,,,,,,,98.24945831,87.49465179,89.26095581,100.13693237,114.44429779,105.09803009,106.18969727,92.25428772,114.63294983,54.80850601,50.67650986,62.73724365,89.66529337499999,Low
